communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
OklahomaCitycity,OK,,,,444719,2.49,15.98,74.78,2.36,4.95,13.29,27.17,12.7,10.67,439140,98.74,25741,78.45,1.23,36.45,23.53,6.57,14.88,31587,13528,15301,7949,9070,10828,6340,7173,69096,15.86,7.06,21.78,21.57,7.06,62.66,12.02,22.56,13.18,26.33,13.7,27.65,17.19,15.53,3.06,68.95,64.48,75.15,71.96,63.09,70.22,14599,4.42,18732,15.05,24.43,35.18,52.26,0.63,1.03,1.48,2.2,92.49,1.45,4.94,3.24,2.44,2.54,2.28,62.09,4.13,52.24,,33705,84.13,59.51,11.03,50.46,1967,7.67,0.7,35800,54900,79200,43400,218,282,363,145,364,25.1,20.6,12.5,1016,234,4.21,62.21,46.68,78.69,89.51,863,185.1,751,161.08,476073,102110.8,551.6,185.1,83.58,88.99,7.3,1.04,0.46,8.81,30,13,33.5,630,705.8,0.89,616,44585460,87.02,,3.48,95629.3,1389.87
PortLavacacity,TX,,,,10886,2.88,4.68,71.3,3.03,46.63,15.33,27.52,12.7,9.28,,,21946,77.74,1.6,32.86,26.78,5.47,14.01,28653,9924,11409,7261,500,11843,5175,6081,2188,20.44,19.38,35.51,10.78,9.97,55.43,21.14,17.91,16.95,19.15,9.65,25.39,12.66,11.21,3.34,74.74,68.92,78.68,79.44,50.15,60.33,204,2.11,779,24.01,26.57,46.34,57.89,1.72,1.9,3.32,4.14,61.15,5.62,8.13,6.13,2.83,2.88,2.75,64.09,10.44,48.67,,536,87.59,63.07,10.63,54.66,1966,12.53,,32900,45500,66200,33300,184,255,331,147,333,29.7,17.6,11.6,,,7.16,77.13,57.62,82.01,94.19,,,,,,,,,,,,,,,,,,6.6,1642.4,0.24,,,,,,,1240.65
Alicecity,TX,,,,19788,3.11,0.89,78.96,0.32,72.59,16.25,27.12,13.19,11.2,,,18962,70.46,2.83,21.47,29.27,15.26,10.69,21345,8515,9117,4721,6209,31527,5664,6177,5546,28.5,24.03,41.74,10.58,9.97,49.56,4.99,20.6,13.89,20.22,8.48,26.33,11.98,10.33,3.53,76.31,69.91,84.09,80.71,44.99,55.17,330,1.73,650,,,8.77,15.08,0.13,0.13,0.29,0.5,33.19,9.11,10.15,8.04,3.06,3.1,2.97,68.54,11.21,51.6,,827,88.51,67.59,13.78,68.2,1964,12.13,1.17,23200,35900,54800,31600,136,216,287,151,306,24.8,21.8,14.6,,,3.28,89.79,62.75,88.59,98.1,,,,,,,,,,,,,,,,,,12.1,1631.1,0.24,,,,,,,674.67
Sterlingcity,CO,,,,10362,2.4,0.18,93.51,0.23,10.62,15.23,26.13,13.2,15.01,,,20189,70.72,3.75,40.14,32.16,7.1,12.59,24650,10189,10577,18912,9233,4133,4017,4789,1691,16.91,9.71,22.38,13.15,4.52,60,7.83,27.05,16.94,17.79,10.06,27.09,11.92,11.07,2.99,73.18,73.72,82.43,74.24,59.14,68.06,175,1.85,312,14.1,14.1,21.47,23.72,0.42,0.42,0.65,0.71,91.54,0.66,3.78,2.36,2.32,2.43,2.15,63.92,2.5,51.36,,474,90.11,61.01,4.01,58.44,1955,7.92,0.48,28700,40200,56800,28100,155,216,297,142,273,23.5,20.4,13.4,,,3.01,58.42,52.32,78.65,90.47,,,,,,,,,,,,,,,,,,5.6,1853,0.4,,,,,,,161.02
Coronadocity,CA,,,,26540,3.62,6.85,86.16,3.44,8.26,23.9,45.2,31.94,11.86,26540,100,47790,71.68,1.19,61.52,30.93,4.04,25.71,58074,21972,23701,10450,11328,12798,11206,13588,688,4.07,2.13,5.88,39.25,1.71,75.39,8.47,27.71,3.93,43.73,7.79,55.51,13.95,9.8,2.79,80.21,80.06,92.05,75.41,60.56,70.42,62,0.49,2368,20.02,28.67,42.02,48.27,1.79,2.56,3.75,4.31,87.14,1.29,3.17,2.02,2.28,2.29,2.26,50.42,2.39,54.77,,1818,80.12,50.16,0.17,28.88,1966,0.42,0.07,337500,452500,500001,162501,581,746,1001,420,805,27.9,27.6,11.4,,,8.92,20.38,26.25,43.63,53.27,,,,,,,,,,,,,,,,,,,3324.1,6.26,,,,,,,332.73
Bremertoncity,WA,,,,38142,2.59,7.13,83.93,5.28,4.85,15.99,35.51,20.6,11.78,38065,99.52,22610,72.53,0.2,38.27,23.72,11.14,23.85,26423,11418,12090,8327,6839,7953,7510,8370,6201,18.1,6.46,17.96,12.65,7.4,60.43,18.77,21.64,11.86,20.63,12.16,38.01,17.73,14.75,2.99,68.32,66.99,75.27,77.99,46.12,56.53,758,2.88,1772,11.79,22.91,34.99,41.87,0.55,1.06,1.63,1.95,91.95,0.74,4.66,2.81,2.34,2.27,2.38,38.01,5.07,63.17,,975,93.79,39.07,4.1,36.72,1951,6.52,0.45,50900,64200,82700,31800,246,329,393,147,390,24.7,19.5,12.5,30,,4.63,33,33.7,55.97,64.09,,,,,,,,,,,,,,,,,,20.6,1851.6,7.79,,,,,,,620.71
RapidCitycity,SD,103,52980,,54523,2.58,1.27,88.19,0.99,2.23,14.46,28.86,14.19,10.26,54523,100,25740,78.54,1.83,44.5,24.57,6.79,14.98,31056,12469,13310,10045,5269,8910,7474,10978,7257,13.65,6.52,15.07,23.35,5.21,65.82,11.89,26.65,11.29,26.3,9.31,30.05,13.63,11.54,3.06,72.67,70.31,77.67,73.69,67.14,74.86,1110,2.62,1155,21.04,29.09,32.12,39.22,0.45,0.62,0.68,0.83,94.11,0.58,4.6,3.14,2.51,2.66,2.31,60.63,2.86,48.66,,1378,93.88,57.27,1.09,19.3,1967,4.9,0.24,43200,56800,73700,30500,233,335,426,193,396,26.6,21.8,12.9,148,,2.12,55.05,42.47,67.48,77.85,,,,,,,,,,,,,,,,,,36.6,1489.4,0.46,,,,,,,442.93
LaPalmacity,CA,,,,15392,3.2,4.17,59.91,31.11,12.16,16.96,29.17,15.75,5.24,15392,100,54364,90.63,0.86,50.34,12.22,3.2,12.34,56959,19337,21960,18848,40457,15184,12119,14640,904,5.89,3.34,11.15,31.52,2.5,74.04,21.68,20.4,7.78,36.65,6.76,31.95,9.45,8.12,3.41,83.33,79.48,88.99,78.35,64.29,69.33,88,0.88,4251,15.08,18.96,32.35,42.98,4.16,5.24,8.93,11.87,63.94,6.41,6.93,5.92,3.2,3.3,2.91,76.5,8.29,26.48,,120,97.57,74.18,,15.83,1971,0.85,0.12,255600,306500,360500,104900,672,729,881,209,810,27.5,23,11.2,,,27.62,44.28,58.81,71.95,89.85,,,,,,,,,,,,,,,,,,1.9,8169.9,0.67,,,,,,,372.95
Glenviewvillage,IL,,,,37093,2.78,0.77,91,7.42,2.42,12.17,21.93,10.55,11.83,37093,100,59020,83.39,0.91,69.37,23.06,1.89,12.69,67412,30531,31602,15439,12993,20991,9963,17763,628,1.71,2.94,7.79,46.21,2.42,67.1,15.42,28.1,4.91,45.2,4.91,25.34,7.87,6.45,3.16,89.47,89.92,96.08,88.02,50.93,61.18,130,0.48,4184,11.59,15.25,21.25,27.92,1.31,1.72,2.4,3.15,82.66,1.99,3.76,2.97,2.75,2.82,2.31,87.71,1.08,29.18,,415,96.98,85.4,0.48,23.86,1963,0.54,,172300,235600,340300,168000,501,694,909,408,777,24.2,20.3,12,,,11.28,64.88,59.26,88.84,91.02,,,,,,,,,,,,,,,,,,12.4,2996.2,9.71,,,,,,,
Dinubacity,CA,,,,12743,3.41,0.24,55.84,3.11,60.37,16.12,29.5,14.75,10.45,,,22032,73.44,1.42,27.11,29.37,23.93,12.07,24974,8354,10137,3973,8386,10103,5723,5915,2827,22.58,34.36,50.72,8.98,14.95,52.83,8.25,20.32,15.91,15.63,5.95,30.23,10.5,8.21,3.69,72.43,67.29,75.81,81.02,48.17,58.49,424,3.93,2966,16.62,27.48,36.48,43.66,3.87,6.4,8.49,10.16,47.05,16.08,15.54,12.75,3.31,3.19,3.5,57.06,21.94,52.95,,103,97.31,59.28,2.91,35.92,1967,6.86,1.07,53400,67500,86500,33100,216,296,369,153,376,30,23.2,11.9,,,23.28,54.7,47.28,78.97,90.63,,,,,,,,,,,,,,,,,,2.8,4583.8,,,,,,,,587.33
TempleTerracecity,FL,,,,16444,2.57,5.38,91.2,1.96,8.65,14.36,28.13,14.18,9.02,16444,100,37156,85.91,0.42,53.81,18.82,1.72,15.61,41982,19266,20177,10521,,6974,11488,14543,1076,6.67,2.42,7.82,39.7,2.92,71.21,8.67,32.9,5.66,40.73,8.04,29.53,14.39,11.42,2.93,74.99,74.49,82.25,75.7,73.71,76.44,139,1.34,1228,17.67,23.62,29.64,39.33,1.32,1.76,2.21,2.94,86.85,1.44,2.48,1.8,2.52,2.61,2.37,64.96,2.23,45.14,,444,93.52,62.75,,18.47,1977,1.14,0.15,70900,100100,148400,77500,396,443,517,121,523,26.5,21.7,12.9,,,7.47,33.17,39.88,69.58,78.9,,,,,,,,,,,,,,,,,,5.1,3209.2,0.84,,,,,,,210.79
Bendcity,OR,,,,20469,2.4,0.19,97.51,0.75,2.37,13.98,27.04,12.99,11.76,,,25787,77.55,0.94,41.14,24.17,5.1,14.84,30776,13110,13201,1589,10954,9620,12017,7723,2637,13.15,3.87,14.69,23.02,4.24,67.33,16.82,21.53,15.58,26.85,13.27,29.85,16.95,15.17,2.92,70.49,69.46,81.12,65.02,66.48,75.54,268,1.86,545,6.97,10.83,12.29,14.68,0.19,0.29,0.33,0.39,96.14,0.36,3.1,1.98,2.34,2.47,2.18,57.18,2.96,52.32,,478,94.69,54.12,1.46,17.99,1969,5.47,0.5,53100,68800,92000,38900,286,369,440,154,442,26.7,20.8,15.5,100,,2.66,41.64,34.94,66.11,81.15,,,,,,,,,,,,,,,,,,13.9,1470.9,0.4,,,,,,,500.47
Bernardstownship,NJ,35,5560,,17199,2.71,1.72,94.97,3.05,1.92,10.1,20.83,8.73,10.59,15616,90.8,70000,87.4,0.54,71.9,17.4,1.51,13.47,80572,33458,34046,17546,20100,24908,7926,31761,246,1.52,3.34,6.81,54.86,2.86,66.47,14.99,26.07,3.88,51.15,7.68,28.01,8.1,7.89,3.02,91.41,90.17,98.13,89.08,50.05,59.82,28,0.27,1259,10.88,13.34,22.72,29.23,0.8,0.98,1.66,2.14,89.65,,2.65,1.92,2.54,2.65,2.04,86.58,0.3,36.44,,313,95.3,83.23,0.64,28.75,1977,0.93,0.23,218600,287500,388300,169700,376,943,1001,625,999,25.1,25.2,12.7,,,7.32,50.87,47.92,56.66,83.18,,,,,,,,,,,,,,,,,,24.9,691.9,5.87,,,,,,,75.72
Pocatellocity,ID,,,,46080,2.68,0.86,94.07,1.27,4.53,16.43,29.57,15.04,9.91,46058,100,24955,78.84,1.08,41.33,25.24,5.4,13.2,31089,11385,11637,9421,6017,7772,7252,6816,6902,15.34,4.83,16.93,22.16,6.09,62.45,12.41,28.36,14.69,27.68,10.25,27.78,12.78,11.55,3.23,76.98,78.33,86.94,78.29,63.73,71.71,446,1.23,867,21.11,27.22,29.07,39.1,0.4,0.51,0.55,0.74,94.92,0.28,8.44,5.8,2.62,2.85,2.23,69.39,3.05,46.2,,1585,91.55,63.96,3.47,43.03,1961,4.35,0.39,38700,51300,69000,30300,174,234,297,123,289,24.5,18.3,11.5,19,,1.88,60.3,47,75.38,85.9,,,,,,,,,,,,,,,,,,28.6,1610.3,3.05,,,,,,,345.45
Clearlakecity,CA,,,,11804,2.28,4.35,91.05,1.06,5.69,10.89,18.64,8.68,23.42,,,16600,48.41,0.1,26.22,49.6,22.96,23.99,20998,9531,9679,7842,7370,9129,7763,5860,2595,22.15,10.62,38.79,5.26,12.8,34.84,3.79,21.69,15.05,17.56,16.84,19.44,18.56,17.75,2.8,55.92,50.72,48.36,80.37,51.14,55.79,257,2.34,373,1.61,8.85,15.28,16.89,0.05,0.28,0.48,0.53,94.94,0.19,4.53,2.86,2.27,2.15,2.49,62.24,6.51,78.1,,2136,70.8,65.59,1.31,57.4,1971,10.41,0.49,51000,68200,94600,43600,251,323,394,143,437,34,25.1,14.6,,25,3.16,58.06,40.94,66.21,93.29,,,,,,,,,,,,,,,,,,10.7,1101.9,0.57,,,,,,,1687.02
Gulfportcity,MS,,,,40775,2.58,28.59,69.89,0.92,1.55,14.11,27.52,13.65,13.11,40775,100,21174,72.02,0.46,30.34,29.44,9.1,19.04,25387,11451,13571,6423,18283,6592,5316,7106,7877,20.32,8.91,25.24,18.29,7.69,54.66,11.03,26.32,14.95,26.8,15.07,30.39,17.42,16.27,3.06,60.68,55.52,70.64,63.74,61.52,67.68,1776,5.55,846,9.34,15.48,28.13,35.58,0.19,0.32,0.58,0.74,95.62,0.41,5.07,3.36,2.45,2.51,2.37,58.12,4.05,50.37,,2439,86.63,56.7,3.24,35.88,1965,8.48,0.29,37300,52100,75200,37900,204,274,344,140,343,25.9,21.5,12.4,68,,2.07,60.43,50.64,78.82,83.74,,,,,,,,,,,,,,,,,,23.4,1740.1,0.2,,,,,,,394.74
Fremontcity,OH,143,28826,,17648,2.65,7.73,86.42,0.16,9.5,14.82,27.61,12.85,12.53,,,25385,75.78,1.32,38.49,30.83,9.69,16.11,30516,11267,11766,8166,16970,2673,7664,7666,2511,14.66,8.68,26.83,10.41,10.08,56.91,35.32,21.3,28.65,18.25,11.48,29.35,14.77,13.26,3.19,65.47,63.43,65.39,69.33,64.27,70.3,475,3.22,229,5.24,16.59,19.21,20.52,0.07,0.22,0.25,0.27,92.49,1.03,5.84,3.97,2.59,2.66,2.47,62.5,2.27,43.15,,351,94.99,60.68,1.99,35.33,1941,7.68,0.37,38500,48400,61500,23000,198,266,328,130,357,24,15,12.3,,,1.3,80.84,58.92,87.07,93.57,,,,,,,,,,,,,,,,,,6.4,2753.9,0.53,,,,,,,340.43
Midlandcity,MI,111,53780,,37819,2.57,1.72,95.56,1.92,1.67,14.51,27.49,14,10.54,,,39087,79.66,0.55,59.98,23.69,5.61,17.36,49387,19347,19367,20207,8298,20983,13438,15115,3388,9.26,4.43,11.52,42.21,4.97,61.64,38.7,25.58,7.02,43.51,6.31,28.34,10.54,8.53,3.02,82.21,82.29,90.91,81.95,52.51,64.04,302,1.01,1680,25.83,29.29,38.27,42.38,1.15,1.3,1.7,1.88,94.49,0.4,3.03,2.18,2.49,2.71,1.99,75.19,1.05,36.29,,629,95.9,69,1.11,24.17,1964,2.05,0.08,51700,74200,111600,59900,284,370,451,167,422,25.2,16.8,11.2,17,,4.44,66.69,49.31,72.29,85.62,,,,,,,,,,,,,,,,,,28.2,1341.7,0.29,,,,,,,
Laurelcity,MS,,,,18827,2.59,48.1,51.62,0.16,0.4,14.29,24.41,11.88,16.39,,,16997,63.58,0.71,27.96,40.81,15.06,17.19,20873,11208,16980,5021,235,10085,,2835,5559,30.18,14.55,36.81,18.14,9.03,46.67,19.36,28.81,16.96,26.1,11.48,29.67,14.38,13.13,3.19,54.87,46.84,60.02,54.47,56.77,62.6,1779,9.97,86,25.58,25.58,34.88,34.88,0.12,0.12,0.16,0.16,96.86,0.34,8.25,5.6,2.54,2.5,2.6,59.89,4.89,40.02,,1114,86.71,60.85,4.58,55.83,1957,12.72,1.16,28200,42400,64800,36600,103,168,250,147,256,27.4,20.2,13.8,,,0.46,83.02,52.95,88.1,94,,,,,,,,,,,,,,,,,,15.9,1180.5,,,,,,,,
MountVernoncity,NY,119,49121,,67153,2.67,55.3,39.76,1.84,7.8,12.81,26.3,12.37,13.13,67153,100,34850,78.36,0.28,34.21,28.42,9.57,15.5,41120,15835,19012,13783,16171,15398,11258,11833,7823,11.8,11.54,29.22,20.41,7.41,60.93,12.13,31.02,11.64,27.42,9.61,37.7,13.81,11.96,3.25,57.46,50.89,67.87,58.68,60.28,70.55,4765,9.55,14637,13.57,24.01,34.23,44.79,2.96,5.23,7.46,9.76,80.18,4.15,8.48,5.7,2.64,2.98,2.43,41.6,8.62,66.37,,1057,95.97,36.76,5.39,41.25,1939,,0.54,168200,227200,291000,122800,354,480,626,272,532,24.5,23.6,16.6,112,,21.8,57.98,65.5,86.36,93.34,,,,,,,,,,,,,,,,,,4.5,14786.2,25.7,,,,,,,1446.56
Raytowncity,MO,,,,30601,2.41,3.25,95.34,0.51,1.44,11.08,22.59,10.15,16.17,30601,100,32002,75.99,0.66,50.91,32.82,3.48,20.71,37794,14914,15065,13223,10858,7762,13060,12058,1447,4.78,4.62,15.17,18.13,3.91,63.66,14.43,22.84,12.09,26.24,9.7,21.15,13.09,11.53,2.86,76.36,74.31,85.99,78.44,70.11,77.84,307,1.26,331,5.44,9.37,9.37,9.37,0.06,0.1,0.1,0.1,96.69,0.34,2.46,1.76,2.39,2.51,,79.07,0.8,34.08,,519,96.07,75.03,0.39,24.08,1962,0.69,0.15,51700,63900,78500,26800,289,352,422,133,427,23.1,17.3,11.4,,,1.08,69.21,60.29,88.44,92.55,,,,,,,,,,,,,,,,,,10.3,2981.4,0.96,,,,,,,271.52
Natchitochescity,LA,,,,16609,3.11,49.86,48.46,0.67,1.24,25.63,37.21,25.06,11.51,,,14509,66.06,1.65,24.72,28.39,17.48,14.63,16407,7371,10918,3891,15156,6203,5415,6267,5616,39.79,17.18,32.7,22.05,14.52,46.72,10.92,37.62,13.25,25.35,7.88,47.58,13.5,11.04,3.31,51.34,42.01,45.91,52,64.64,70.61,1640,12.57,147,12.24,20.41,31.97,36.73,0.11,0.18,0.28,0.33,97.09,0.34,8.31,5.66,2.65,2.67,2.63,54.32,5.7,44.54,,756,87.59,53.87,5.95,64.68,1967,12.03,0.53,33400,49800,70200,36800,118,207,275,157,305,35.1,22.1,15.8,,,0.89,82.59,48.81,75.89,93.04,,,,,,,,,,,,,,,,,,10.5,1585.4,,,,,,,,788.52
Lebanoncity,OH,165,42364,,10453,2.62,3.2,95.56,0.72,0.47,12.92,27.69,13.22,11.22,,,27095,79.84,2.1,39.75,24.81,5.12,16.84,31528,12464,12614,8284,12930,13034,3161,2993,881,8.65,10.83,25,16.09,1.93,64.82,17.82,21.1,15.17,24.3,10.67,21.87,15.6,13.33,3.04,74.48,73.3,87.29,74.25,61.07,69.82,76,0.94,84,,14.29,23.81,45.24,,0.11,0.19,0.36,97.5,0.25,2.96,2.15,2.56,2.7,2.39,57.73,2.3,52.22,,129,96.87,54.68,,30.23,1965,6.96,0.17,57200,69800,93100,35900,272,333,387,115,410,23.5,20.1,11.1,,,0.8,75.12,42.98,79.58,91.81,,,,,,,,,,,,,,,,,,9.6,1087.9,0.14,,,,,,,393.26
Pariscity,TX,,,,24699,2.52,22.12,75.92,0.56,1.16,14.38,25.52,13.48,17.32,,,18743,64.84,1.43,27.22,37.27,12.11,16.49,23486,10038,11365,5690,10716,5264,7088,10583,6042,25.43,15.06,34.74,14.37,8.5,49.81,22.07,27.28,20.96,22.35,11.9,25.73,14.51,13.34,3.03,64.79,58.47,70.02,74.31,59.89,69.1,1071,4.92,334,34.43,54.19,69.76,78.74,0.47,0.73,0.94,1.06,96.89,0.46,4.31,2.91,2.43,2.37,2.51,57.99,3.71,50.08,,1385,87.62,59.31,11.19,50.4,1965,11.67,0.73,22900,37100,58200,35300,175,261,325,150,340,29.8,17.1,14.1,,,1.35,78.5,55.03,82.71,93.72,,,,,,,,,,,,,,,,,,28.2,876.6,,,,,,,,1783.14
Hawthorneborough,NJ,31,30570,,17084,2.5,0.42,97.93,,3.1,10.14,24.39,11.06,15.73,17084,100,43109,77.8,0.71,58.57,34.1,1.6,17.26,49551,19342,19284,109500,40500,13815,21236,24850,583,3.42,10.55,22.97,22.52,3.95,64.06,18.96,21.16,11.75,32.61,6.24,28.51,8.59,7.51,3.03,83.95,82.79,95.26,78.43,53.38,60,49,0.41,1837,7.46,16.22,19.38,22.54,0.8,1.74,2.08,2.42,83.48,2.28,3.51,2.47,2.5,2.71,2.11,71.08,1.33,46.79,,224,96.82,65.67,1.34,42.41,1947,0.42,0.3,165200,191000,236700,71500,546,667,778,232,737,26.6,25.2,15.7,,,10.75,71.59,67.82,82.28,93.45,,,,,,,,,,,,,,,,,,3.5,4854.5,3.69,,,,,,,77.05
ForestParkcity,GA,,,,16925,2.68,19.14,76.84,2.43,2.69,13.5,28.34,13.35,10.24,16925,100,25982,80.57,0.42,28.77,27.51,5.83,16.71,29470,11946,12327,10883,18592,6383,14977,10880,1983,11.95,11.29,35.51,7.38,6.32,63.76,12.18,12.38,23.11,12.53,13.56,27.34,18.21,15.97,3.09,65.51,59.6,74.98,58.89,61.34,71.27,482,3.64,622,12.22,27.33,39.55,49.68,0.45,,1.45,1.83,94.47,0.77,4.91,3.58,2.64,2.54,2.79,57.26,4.57,52.95,,688,90.16,59.49,0.73,30.96,1961,6.9,0.69,45500,54000,64000,18500,333,376,432,99,477,28.6,19.5,13,,,3.68,65.13,52.89,72.48,88.06,,,,,,,,,,,,,,,,,,8.9,1900.8,2.33,,,,,,,1358.47
Viennatown,VA,,,,14852,2.8,4.11,84.71,9.27,4.78,11.38,23.72,11.04,9.57,14852,100,61271,86.77,0.82,67.04,17.14,1.57,22.9,64560,23729,25363,17242,23261,13022,16098,15802,459,3.1,4.44,10.16,45.16,2.5,72.97,4.65,26.07,4.29,45.8,7.41,30.42,9.6,8.51,3.1,85,81.76,94.34,84.46,60.14,74.87,141,1.38,2310,31.86,38.92,49.18,58.27,4.96,6.05,7.65,9.06,79.61,4.69,5.01,3.92,2.79,2.74,2.99,79.65,3.15,14.78,,164,97,81.02,1.83,28.66,1962,0.32,,180700,208600,255100,74400,660,759,1001,341,930,27.1,22.2,11.9,,,15.55,23.6,55.7,70.32,77.68,,,,,,,,,,,,,,,,,,4.5,3285.8,8.94,,,,,,,94.07
Westfieldtown,NJ,39,79040,,28870,2.81,4.58,91.47,3.53,2.04,12.02,21.73,10.15,11.98,28870,100,66760,82.78,1.32,68.6,24.11,1.75,15.18,77022,30748,31807,17543,41100,22637,11089,19636,513,1.79,3.91,8.81,53.58,2.99,67.62,15.21,31.41,4.74,49.04,4.26,26.78,6.93,5.66,3.15,89.45,88.09,98.62,88.16,51.9,65.51,106,0.53,2667,16.99,24.52,34.16,36.52,1.57,2.27,3.16,3.37,88.45,1.29,3.59,2.87,2.78,2.93,2.16,85.49,0.64,20.17,,299,97.18,81.28,0.67,42.14,1946,0.2,0.12,201800,257300,349300,147500,525,753,940,415,814,24.3,22.2,13.8,,,9.24,51.49,66.74,81.13,87.95,,,,,,,,,,,,,,,,,,,4138.5,11.58,,,,,,,88.16
GrandTerracecity,CA,,,,10946,2.84,3.77,80.2,5.87,18.19,13.38,25.7,11.85,8.32,10946,100,45127,86.38,1.18,43.01,17.94,6.4,16.48,49307,18940,19186,21432,32681,17729,15940,15082,393,3.64,2.88,12.4,26.84,4.24,69.99,9.48,33.36,10.1,38.54,9.81,26.07,13.12,11.52,3.2,79.44,76.43,90.89,84.81,57.48,67.79,206,2.82,1054,8.73,16.22,24.86,27.42,0.84,1.56,2.39,2.64,84.27,0.74,5.9,4.56,2.81,2.92,2.55,73.65,4.54,33.7,,202,95.02,70.94,0.5,16.83,1974,1.69,0.2,111600,137000,168100,56500,483,609,719,236,639,24.7,22.3,10.1,,,9.63,54.09,44.77,71.27,90.37,,,,,,,,,,,,,,,,,,3.6,3047.3,0.66,,,,,,,316.75
Carsoncity,CA,,,,83995,3.53,26.14,34.72,24.97,27.87,16.01,29.52,15.16,7.57,83995,100,43882,86.79,0.47,32.58,20.71,9.1,17.22,47387,13749,14907,15735,14550,12458,9272,9766,5790,6.95,12.8,28.65,17.06,7.17,64.75,27.23,20.11,17.05,21.14,8.65,34.56,12.58,10.68,3.86,76.49,65.66,85.37,81.28,67.01,71.65,2564,3.8,22681,11.12,19.19,29.86,40.07,,5.18,8.06,10.82,58.38,7.02,18.36,15.11,3.51,3.49,3.61,78.39,20.72,43.71,,633,97.41,78.99,3.32,21.33,1965,,0.41,155100,188100,226400,71300,483,648,826,343,721,28,23.1,11.2,,,27,43.94,59.7,90.57,92.73,,,,,,,,,,,,,,,,,,19.5,4303,2.42,,,,,,,1267.73
Berkeleytownship,NJ,29,5300,,37319,2.12,1.04,98.45,0.24,1.5,6.03,11.33,5.33,48.23,33118,88.74,23028,40.42,0.36,59.46,72.15,3.56,45.51,27576,13854,13893,11843,9239,21719,10649,10887,1677,4.57,13.67,38.7,6.95,7.32,28.6,9.52,23.27,12.5,20.26,3.97,14.11,4.76,4.41,2.5,83.83,80.1,94.68,83.88,64.15,74.69,188,0.51,2936,0.37,0.37,1.19,2.76,0.03,0.03,0.09,0.22,87.18,1.6,2.1,1.5,2.09,2.08,2.22,92.72,0.52,74.79,,2259,88.63,93.14,0.53,60.16,1979,0.81,0.42,84900,103100,123500,38600,356,568,676,320,708,35.1,25.2,15.5,,,7.87,59.34,57.2,69.44,91.44,,,,,,,,,,,,,,,,,,44.4,839.6,1.92,,,,,,,106.68
Auburncity,NY,11,3078,,31258,2.62,6.81,91.94,0.52,2.15,11.94,26.05,12.42,16,,,22271,69.26,0.2,40.95,36.19,10.03,22.93,28982,10638,11278,3220,5981,8502,3973,2154,3952,13.8,10.52,31.67,11.91,8.96,51.23,19.89,27.09,17.52,20.94,9.53,35.8,13.1,11.37,3.07,63.86,63.17,60.58,67.81,63.19,72.77,1059,4.21,1217,4.11,4.85,9.45,15.69,0.16,0.19,0.37,0.61,90.4,1.24,4.86,3.05,2.41,2.64,2.15,57.06,1.38,44.72,,746,94.12,51.95,2.55,43.57,1939,6.69,0.38,40200,53600,69700,29500,230,312,381,151,386,28.7,21.1,16,,,3.89,84.58,57.31,85.94,95.42,,,,,,,,,,,,,,,,,,8.7,3596.7,2.97,,,,,,,191.96
